,name,genre,type,anime_name,anime_size,popularity,combined,id
3225,shinigaminoballad,"['drama', ' fantasy', ' psychological', ' supernatural']",TV,Shinigami no Ballad ,small,high, shinigaminoballad drama  fantasy  psychological  supernatural TV small high ,3224
3226,strangermukouhadanpilot,"['action', ' adventure', ' historical', ' samurai', ' seinen']",Special,Stranger: Mukou Hadan Pilot,tiny,moderate, strangermukouhadanpilot action  adventure  historical  samurai  seinen Special tiny moderate ,3225
3227,taimadougakuen35shikenshoutai,"['action', ' ecchi', ' fantasy', ' harem', ' military', ' romance', ' supernatural']",TV,Taimadou Gakuen 35 Shiken Shoutai,small,high, taimadougakuen35shikenshoutai action  ecchi  fantasy  harem  military  romance  supernatural TV small high ,3226
3228,tanteioperamilkyholmessummerspecial,"['comedy', ' mystery', ' super power']",Special,Tantei Opera Milky Holmes: Summer Special,tiny,moderate, tanteioperamilkyholmessummerspecial comedy  mystery  super power Special tiny moderate ,3227
3229,tellyourworld,['music'],Music,Tell Your World,tiny,moderate, tellyourworld music Music tiny moderate ,3228
3230,toheart2ova,"['comedy', ' drama', ' harem', ' romance', ' school']",OVA,To Heart 2 OVA,small,moderate, toheart2ova comedy  drama  harem  romance  school OVA small moderate ,3229
3231,touhounijisousakudoujinanimemusoukakyouspecial,"['fantasy', ' magic']",OVA,Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,tiny,moderate, touhounijisousakudoujinanimemusoukakyouspecial fantasy  magic OVA tiny moderate ,3230
3232,tribecoolcrew,"['music', ' school']",TV,Tribe Cool Crew,small,moderate, tribecoolcrew music  school TV small moderate ,3231
3233,tsuyoshishikkarishinasai,"['comedy', ' drama', ' romance', ' school', ' shounen', ' slice of life']",TV,Tsuyoshi Shikkari Shinasai,large,low, tsuyoshishikkarishinasai comedy  drama  romance  school  shounen  slice of life TV large low ,3232
3234,yugioh1999,"['adventure', ' comedy', ' fantasy', ' game', ' shounen']",Movie,Yu☆Gi☆Oh  (1999),tiny,high, yugioh1999 adventure  comedy  fantasy  game  shounen Movie tiny high ,3233
3235,aamegamisamachichaittekotowabenridane,"['comedy', ' magic', ' supernatural']",TV,Aa  Megami-sama : Chichaitte Koto wa Benri da ne,small,high, aamegamisamachichaittekotowabenridane comedy  magic  supernatural TV small high ,3234
3236,aiyoriaoshienishimiyuki,"['comedy', ' drama', ' romance']",Special,Ai Yori Aoshi: Enishi - Miyuki,tiny,high, aiyoriaoshienishimiyuki comedy  drama  romance Special tiny high ,3235
3237,amatsuki,"['action', ' fantasy', ' historical', ' shoujo', ' supernatural']",TV,Amatsuki,small,high, amatsuki action  fantasy  historical  shoujo  supernatural TV small high ,3236
3238,animalyokochou,"['adventure', ' comedy', ' fantasy', ' shoujo']",TV,Animal Yokochou,medium,moderate, animalyokochou adventure  comedy  fantasy  shoujo TV medium moderate ,3237
3239,animationseisakushinkoukuromichan,"['comedy', ' drama', ' parody']",OVA,Animation Seisaku Shinkou Kuromi-chan,tiny,moderate, animationseisakushinkoukuromichan comedy  drama  parody OVA tiny moderate ,3238
3240,candyboyepisodeex01miraiyohouzu,"['school', ' shoujo ai', ' slice of life']",OVA,Candy Boy Episode: EX01 - Mirai Yohouzu,tiny,high, candyboyepisodeex01miraiyohouzu school  shoujo ai  slice of life OVA tiny high ,3239
3241,crayonshinchanmovie23oranohikkoshimonogatarisabotendaisuugeki,"['comedy', ' kids', ' shounen']",Movie,Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,tiny,low, crayonshinchanmovie23oranohikkoshimonogatarisabotendaisuugeki comedy  kids  shounen Movie tiny low ,3240
3242,daitoshokannohitsujikai,"['harem', ' romance', ' school']",TV,Daitoshokan no Hitsujikai,small,high, daitoshokannohitsujikai harem  romance  school TV small high ,3241
3243,digimonxroswars,"['action', ' adventure', ' comedy', ' fantasy', ' shounen']",TV,Digimon Xros Wars,small,high, digimonxroswars action  adventure  comedy  fantasy  shounen TV small high ,3242
3244,etotama,"['action', ' comedy', ' fantasy']",TV,Etotama,small,high, etotama action  comedy  fantasy TV small high ,3243
3245,genjimonogatarisennenki,"['drama', ' historical', ' romance']",TV,Genji Monogatari Sennenki,small,moderate, genjimonogatarisennenki drama  historical  romance TV small moderate ,3244
3246,gintamaxmameshiba,"['comedy', ' parody']",Special,Gintama x Mameshiba,small,moderate, gintamaxmameshiba comedy  parody Special small moderate ,3245
3247,girlsundpanzerfushouakiyamayukarinosenshakouza,"['military', ' school']",Special,Girls und Panzer: Fushou - Akiyama Yukari no Sensha Kouza,small,moderate, girlsundpanzerfushouakiyamayukarinosenshakouza military  school Special small moderate ,3246
3248,haretokidokibutatv,['comedy'],TV,Hare Tokidoki Buta (TV),medium,low, haretokidokibutatv comedy TV medium low ,3247
3249,hinotoriyamatohen,"['drama', ' historical']",OVA,Hi no Tori: Yamato-hen,tiny,moderate, hinotoriyamatohen drama  historical OVA tiny moderate ,3248
3250,hoshizoraekakaruhashi,"['comedy', ' ecchi', ' harem', ' romance', ' school']",TV,Hoshizora e Kakaru Hashi,small,high, hoshizoraekakaruhashi comedy  ecchi  harem  romance  school TV small high ,3249
3251,kantaicollectionkancolle,"['action', ' military', ' school', ' sci-fi', ' slice of life']",TV,Kantai Collection: KanColle,small,veryhigh, kantaicollectionkancolle action  military  school  sci-fi  slice of life TV small veryhigh ,3250
3252,kindaichishounennojikenboreturns2ndseasonakechikeibunojikenbo,"['mystery', ' shounen']",Special,Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,tiny,low, kindaichishounennojikenboreturns2ndseasonakechikeibunojikenbo mystery  shounen Special tiny low ,3251
3253,kindaichishounennojikenbokuromajutsusatsujinjikenhen,"['mystery', ' shounen']",OVA,Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,small,low, kindaichishounennojikenbokuromajutsusatsujinjikenhen mystery  shounen OVA small low ,3252
3254,kogepan,['comedy'],TV,Kogepan,small,moderate, kogepan comedy TV small moderate ,3253
3255,kowarekakenoorgelspecial,"['drama', ' music', ' sci-fi', ' seinen', ' slice of life']",Special,Kowarekake no Orgel Special,tiny,moderate, kowarekakenoorgelspecial drama  music  sci-fi  seinen  slice of life Special tiny moderate ,3254
3256,lupiniiiainodacapofujiko039sunluckydays,"['action', ' adventure', ' comedy', ' shounen']",Special,Lupin III: Ai no Da Capo - Fujiko  039 s Unlucky Days,tiny,moderate, lupiniiiainodacapofujiko039sunluckydays action  adventure  comedy  shounen Special tiny moderate ,3255
3257,macrossflashback2012,"['drama', ' mecha', ' military', ' sci-fi']",OVA,Macross Flash Back 2012,tiny,moderate, macrossflashback2012 drama  mecha  military  sci-fi OVA tiny moderate ,3256
3258,mahoutsukaiprecure,"['action', ' fantasy', ' magic', ' school', ' shoujo', ' slice of life']",TV,Mahoutsukai Precure ,small,moderate, mahoutsukaiprecure action  fantasy  magic  school  shoujo  slice of life TV small moderate ,3257
3259,maniemaniemeikyuumonogatari,"['adventure', ' fantasy', ' horror', ' sci-fi', ' supernatural']",Movie,Manie-Manie: Meikyuu Monogatari,small,moderate, maniemaniemeikyuumonogatari adventure  fantasy  horror  sci-fi  supernatural Movie small moderate ,3258
3260,mobilesuitgundammsigloo2gravityofthebattlefront,"['mecha', ' sci-fi']",OVA,Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront,small,moderate, mobilesuitgundammsigloo2gravityofthebattlefront mecha  sci-fi OVA small moderate ,3259
3261,nisekoimonogatari,['music'],ONA,Nisekoimonogatari,tiny,high, nisekoimonogatari music ONA tiny high ,3260
3262,ojamajodoremiova,"['kids', ' magic']",OVA,Ojamajo Doremi OVA,small,low, ojamajodoremiova kids  magic OVA small low ,3261
3263,okusamagaseitokaichouokusamagekijou,"['comedy', ' shounen']",Special,Okusama ga Seitokaichou : Okusama Gekijou,small,moderate, okusamagaseitokaichouokusamagekijou comedy  shounen Special small moderate ,3262
3264,onepiecefilmgoldepisode0711ver,"['action', ' adventure', ' comedy', ' fantasy', ' shounen', ' super power']",Special,One Piece Film: Gold Episode 0 - 711 ver ,tiny,moderate, onepiecefilmgoldepisode0711ver action  adventure  comedy  fantasy  shounen  super power Special tiny moderate ,3263
3265,pokemonbestwishesseason2episoden,"['action', ' adventure', ' comedy', ' fantasy', ' kids']",TV,Pokemon Best Wishes  Season 2: Episode N,small,high, pokemonbestwishesseason2episoden action  adventure  comedy  fantasy  kids TV small high ,3264
3266,pokemoncrystalraikouikazuchinodensetsu,"['action', ' adventure', ' comedy', ' fantasy', ' kids']",Special,Pokemon Crystal: Raikou Ikazuchi no Densetsu,tiny,high, pokemoncrystalraikouikazuchinodensetsu action  adventure  comedy  fantasy  kids Special tiny high ,3265
3267,pokemonpikachutoeeveefriends,"['adventure', ' comedy', ' fantasy', ' kids']",Movie,Pokemon: Pikachu to Eevee Friends,tiny,moderate, pokemonpikachutoeeveefriends adventure  comedy  fantasy  kids Movie tiny moderate ,3266
3268,precureallstarsmovieminnadeutaukisekinomahou,"['action', ' comedy', ' fantasy', ' magic', ' music', ' shoujo']",Movie,Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,tiny,low, precureallstarsmovieminnadeutaukisekinomahou action  comedy  fantasy  magic  music  shoujo Movie tiny low ,3267
3269,princeofstridealternative,['sports'],TV,Prince of Stride: Alternative,small,high, princeofstridealternative sports TV small high ,3268
3270,princeoftennisoshougatsuspecial,"['action', ' comedy', ' shounen', ' sports']",Special,Prince of Tennis: Oshougatsu Special,tiny,moderate, princeoftennisoshougatsuspecial action  comedy  shounen  sports Special tiny moderate ,3269
3271,shinhokutonoken,"['action', ' martial arts', ' sci-fi', ' shounen']",OVA,Shin Hokuto no Ken,small,moderate, shinhokutonoken action  martial arts  sci-fi  shounen OVA small moderate ,3270
3272,shishanoteikoku,"['historical', ' psychological', ' sci-fi']",Movie,Shisha no Teikoku,tiny,high, shishanoteikoku historical  psychological  sci-fi Movie tiny high ,3271
3273,tanteioperamilkyholmes,"['comedy', ' mystery', ' super power']",TV,Tantei Opera Milky Holmes,small,high, tanteioperamilkyholmes comedy  mystery  super power TV small high ,3272
3274,tetsujin28gou1980,"['action', ' mecha']",TV,Tetsujin 28-gou (1980),medium,low, tetsujin28gou1980 action  mecha TV medium low ,3273
3275,thedoraemonsthemysteriousthiefdorapanthemysteriouscartel,"['comedy', ' fantasy', ' kids', ' sci-fi', ' shounen']",Movie,The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,tiny,low, thedoraemonsthemysteriousthiefdorapanthemysteriouscartel comedy  fantasy  kids  sci-fi  shounen Movie tiny low ,3274
3276,toheart2ad,"['comedy', ' ecchi', ' romance']",OVA,To Heart 2 AD,small,moderate, toheart2ad comedy  ecchi  romance OVA small moderate ,3275
3277,tokyomewmew,"['adventure', ' comedy', ' fantasy', ' magic', ' romance', ' sci-fi', ' shoujo', ' supernatural']",TV,Tokyo Mew Mew,medium,high, tokyomewmew adventure  comedy  fantasy  magic  romance  sci-fi  shoujo  supernatural TV medium high ,3276
3278,uchuusenkanyamatomovie,"['drama', ' military', ' sci-fi', ' space']",Movie,Uchuu Senkan Yamato (Movie),tiny,moderate, uchuusenkanyamatomovie drama  military  sci-fi  space Movie tiny moderate ,3277
3279,vampireknightgekiainoportrait,"['comedy', ' shoujo', ' vampire']",Special,Vampire Knight: Gekiai no Portrait,tiny,high, vampireknightgekiainoportrait comedy  shoujo  vampire Special tiny high ,3278
3280,vexille2077nihonsakoku,"['action', ' military', ' sci-fi']",Movie,Vexille: 2077 Nihon Sakoku,tiny,high, vexille2077nihonsakoku action  military  sci-fi Movie tiny high ,3279
3281,wakeupgirls,"['drama', ' music']",TV,Wake Up  Girls ,small,high, wakeupgirls drama  music TV small high ,3280
3282,whitealbum2ndseason,"['drama', ' harem', ' music', ' romance']",TV,White Album 2nd Season,small,high, whitealbum2ndseason drama  harem  music  romance TV small high ,3281
3283,zeronotsukaimaprincessesnorondopicturedrama,"['action', ' adventure', ' comedy', ' drama', ' ecchi', ' fantasy', ' harem', ' magic', ' romance', ' school']",Special,Zero no Tsukaima: Princesses no Rondo Picture Drama,small,high, zeronotsukaimaprincessesnorondopicturedrama action  adventure  comedy  drama  ecchi  fantasy  harem  magic  romance  school Special small high ,3282
3284,zoneoftheendersdoloresi,"['action', ' adventure', ' comedy', ' mecha', ' military', ' sci-fi', ' space']",TV,Zone of the Enders: Dolores  I,small,moderate, zoneoftheendersdoloresi action  adventure  comedy  mecha  military  sci-fi  space TV small moderate ,3283
3285,accelworldinfiniteburst,"['action', ' game', ' romance', ' school', ' sci-fi']",Movie,Accel World: Infinite∞Burst,tiny,high, accelworldinfiniteburst action  game  romance  school  sci-fi Movie tiny high ,3284
3286,arslansenki,"['action', ' adventure', ' drama', ' fantasy', ' historical']",OVA,Arslan Senki,small,high, arslansenki action  adventure  drama  fantasy  historical OVA small high ,3285
3287,bakatotesttoshoukanjuumatsurisentakuniyottetenkaigakawaruquotlipseizouquot,"['comedy', ' parody']",ONA,Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru  quot LIPS Eizou quot ,tiny,high, bakatotesttoshoukanjuumatsurisentakuniyottetenkaigakawaruquotlipseizouquot comedy  parody ONA tiny high ,3286
3288,codebreaker,"['action', ' comedy', ' school', ' shounen', ' super power', ' supernatural']",TV,Code:Breaker,small,veryhigh, codebreaker action  comedy  school  shounen  super power  supernatural TV small veryhigh ,3287
3289,dragonballmovie2majinjounonemurihime,"['action', ' adventure', ' comedy', ' fantasy', ' sci-fi', ' shounen', ' super power']",Movie,Dragon Ball Movie 2: Majinjou no Nemuri Hime,tiny,high, dragonballmovie2majinjounonemurihime action  adventure  comedy  fantasy  sci-fi  shounen  super power Movie tiny high ,3288
3290,dwaejiuiwang,"['drama', ' psychological', ' seinen', ' thriller']",Movie,Dwaejiui Wang,tiny,moderate, dwaejiuiwang drama  psychological  seinen  thriller Movie tiny moderate ,3289
3291,fortunearterialakaiyakusokutadoritsuitabasho,"['comedy', ' fantasy', ' harem', ' romance', ' vampire']",OVA,Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,tiny,high, fortunearterialakaiyakusokutadoritsuitabasho comedy  fantasy  harem  romance  vampire OVA tiny high ,3290
3292,futariwaprecuremaxheart,"['action', ' comedy', ' fantasy', ' magic', ' shoujo']",TV,Futari wa Precure: Max Heart,small,moderate, futariwaprecuremaxheart action  comedy  fantasy  magic  shoujo TV small moderate ,3291
3293,ichigo100ova,"['comedy', ' ecchi', ' harem', ' romance', ' school', ' shounen']",OVA,Ichigo 100  OVA,small,high, ichigo100ova comedy  ecchi  harem  romance  school  shounen OVA small high ,3292
3294,ironkid,"['action', ' adventure', ' comedy', ' sci-fi']",TV,Iron Kid,small,low, ironkid action  adventure  comedy  sci-fi TV small low ,3293
3295,kerorogunsoumushakeroohiromesengokuranstardaibattle,"['action', ' comedy', ' mecha', ' parody', ' samurai', ' shounen']",Special,Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,tiny,low, kerorogunsoumushakeroohiromesengokuranstardaibattle action  comedy  mecha  parody  samurai  shounen Special tiny low ,3294
3296,kinnikumaniiseiultimatemuscle2,"['action', ' comedy', ' martial arts', ' sci-fi', ' shounen', ' sports']",TV,Kinnikuman II Sei: Ultimate Muscle 2,small,moderate, kinnikumaniiseiultimatemuscle2 action  comedy  martial arts  sci-fi  shounen  sports TV small moderate ,3295
3297,koitosenkyotochocolatespecial,"['drama', ' romance', ' school']",Special,Koi to Senkyo to Chocolate Special,tiny,high, koitosenkyotochocolatespecial drama  romance  school Special tiny high ,3296
3298,koisurutenshiangeliquekokoronomezamerutoki,"['adventure', ' comedy', ' drama', ' fantasy', ' magic', ' romance', ' sci-fi', ' shoujo']",TV,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,small,moderate, koisurutenshiangeliquekokoronomezamerutoki adventure  comedy  drama  fantasy  magic  romance  sci-fi  shoujo TV small moderate ,3297
3299,kumonoyounikazenoyouni,"['adventure', ' drama', ' historical', ' romance']",Movie,Kumo no You ni Kaze no You ni,tiny,moderate, kumonoyounikazenoyouni adventure  drama  historical  romance Movie tiny moderate ,3298
3300,lostorageincitedwixoss,"['game', ' psychological']",TV,Lostorage Incited WIXOSS,small,high, lostorageincitedwixoss game  psychological TV small high ,3299
3301,lupiniiibyebyelibertykikiippatsu,"['action', ' adventure', ' comedy', ' shounen']",Special,Lupin III: Bye Bye Liberty - Kiki Ippatsu ,tiny,moderate, lupiniiibyebyelibertykikiippatsu action  adventure  comedy  shounen Special tiny moderate ,3300
3302,minisengokubasaratwotsukiyonokatakurakun,"['comedy', ' historical']",Special,Mini Sengoku Basara Two: Tsukiyo no Katakura-kun,small,moderate, minisengokubasaratwotsukiyonokatakurakun comedy  historical Special small moderate ,3301
3303,miraishounenconan2taigadaibouken,"['adventure', ' drama', ' sci-fi']",TV,Mirai Shounen Conan 2: Taiga Daibouken,small,low, miraishounenconan2taigadaibouken adventure  drama  sci-fi TV small low ,3302
3304,mizunokotoba,"['drama', ' psychological', ' sci-fi']",Special,Mizu no Kotoba,tiny,high, mizunokotoba drama  psychological  sci-fi Special tiny high ,3303
3305,munto,"['fantasy', ' magic', ' romance']",OVA,Munto,tiny,high, munto fantasy  magic  romance OVA tiny high ,3304
3306,musaigennophantomworld,"['action', ' comedy', ' fantasy', ' slice of life', ' supernatural']",TV,Musaigen no Phantom World,small,veryhigh, musaigennophantomworld action  comedy  fantasy  slice of life  supernatural TV small veryhigh ,3305
3307,niningashinobuden,"['comedy', ' martial arts', ' parody']",TV,Ninin ga Shinobuden,small,high, niningashinobuden comedy  martial arts  parody TV small high ,3306
3308,pokemonomegarubyampalphasapphiremegaspecialanimation,"['action', ' adventure', ' fantasy', ' kids']",ONA,Pokemon Omega Ruby  amp  Alpha Sapphire: Mega Special Animation,tiny,moderate, pokemonomegarubyampalphasapphiremegaspecialanimation action  adventure  fantasy  kids ONA tiny moderate ,3307
3309,princesslover,"['comedy', ' ecchi', ' harem', ' school']",TV,Princess Lover ,small,veryhigh, princesslover comedy  ecchi  harem  school TV small veryhigh ,3308
3310,rayearth,"['action', ' adventure', ' fantasy']",OVA,Rayearth,small,moderate, rayearth action  adventure  fantasy OVA small moderate ,3309
3311,rocketgirls,"['adventure', ' sci-fi']",TV,Rocket Girls,small,moderate, rocketgirls adventure  sci-fi TV small moderate ,3310
3312,shirobakospecials,"['adventure', ' comedy']",Special,Shirobako Specials,small,high, shirobakospecials adventure  comedy Special small high ,3311
3313,shounenmaidspecial,"['comedy', ' shoujo', ' slice of life']",OVA,Shounen Maid Special,tiny,moderate, shounenmaidspecial comedy  shoujo  slice of life OVA tiny moderate ,3312
3314,tottokohamtarou,"['adventure', ' comedy', ' kids']",TV,Tottoko Hamtarou,verylarge,high, tottokohamtarou adventure  comedy  kids TV verylarge high ,3313
3315,1000nenjoouqueenmillennia,"['adventure', ' drama', ' fantasy', ' sci-fi']",Movie,1000-nen Joou: Queen Millennia,tiny,moderate, 1000nenjoouqueenmillennia adventure  drama  fantasy  sci-fi Movie tiny moderate ,3314
3316,anikuri15,"['adventure', ' comedy', ' drama', ' fantasy', ' game', ' magic', ' martial arts', ' mecha', ' school', ' sci-fi', ' slice of life', ' super power', ' supernatural']",Special,Ani Kuri15,small,high, anikuri15 adventure  comedy  drama  fantasy  game  magic  martial arts  mecha  school  sci-fi  slice of life  super power  supernatural Special small high ,3315
3317,astroboytetsuwanatom,"['action', ' adventure', ' kids', ' mecha', ' sci-fi', ' shounen', ' super power']",TV,Astro Boy: Tetsuwan Atom,small,moderate, astroboytetsuwanatom action  adventure  kids  mecha  sci-fi  shounen  super power TV small moderate ,3316
3318,asunoyoichi,"['comedy', ' ecchi', ' harem', ' martial arts', ' romance', ' shounen']",TV,Asu no Yoichi ,small,veryhigh, asunoyoichi comedy  ecchi  harem  martial arts  romance  shounen TV small veryhigh ,3317
3319,bakuman2ndseasonspecial,['comedy'],Special,Bakuman  2nd Season Special,tiny,moderate, bakuman2ndseasonspecial comedy Special tiny moderate ,3318
3320,bakutenshootbeybladegrevolution,"['action', ' adventure', ' comedy', ' sci-fi', ' shounen', ' sports']",TV,Bakuten Shoot Beyblade G Revolution,medium,high, bakutenshootbeybladegrevolution action  adventure  comedy  sci-fi  shounen  sports TV medium high ,3319
3321,battleathletessdaiundoukaitv,"['action', ' adventure', ' comedy', ' drama', ' school', ' sci-fi', ' shounen', ' sports']",TV,Battle Athletess Daiundoukai (TV),small,moderate, battleathletessdaiundoukaitv action  adventure  comedy  drama  school  sci-fi  shounen  sports TV small moderate ,3320
3322,blacklagoonomake,['comedy'],Special,Black Lagoon Omake,small,high, blacklagoonomake comedy Special small high ,3321
3323,candyboysidestoryforarchive,"['romance', ' school', ' shoujo ai']",ONA,Candy☆Boy: Side Story For Archive,tiny,high, candyboysidestoryforarchive romance  school  shoujo ai ONA tiny high ,3322
3324,captaintsubasaeuropedaikessen,"['action', ' shounen', ' sports']",Movie,Captain Tsubasa: Europe Daikessen,tiny,moderate, captaintsubasaeuropedaikessen action  shounen  sports Movie tiny moderate ,3323
3325,clover,"['drama', ' fantasy', ' music', ' sci-fi', ' shoujo']",Music,Clover,tiny,moderate, clover drama  fantasy  music  sci-fi  shoujo Music tiny moderate ,3324
3326,crayonshinchanmovie19arashiwoyobuougonnospydaisakusen,['comedy'],Movie,Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,tiny,low, crayonshinchanmovie19arashiwoyobuougonnospydaisakusen comedy Movie tiny low ,3325
3327,daikuumaryuugaiking,"['adventure', ' mecha', ' sci-fi', ' shounen']",TV,Daikuu Maryuu Gaiking,small,low, daikuumaryuugaiking adventure  mecha  sci-fi  shounen TV small low ,3326
3328,detectiveconanthefugitivekogoroumouri,"['comedy', ' mystery']",ONA,Detective Conan: The Fugitive Kogorou Mouri,tiny,moderate, detectiveconanthefugitivekogoroumouri comedy  mystery ONA tiny moderate ,3327
3329,digimonfrontierornismonfukkatsu,"['adventure', ' comedy', ' drama', ' fantasy', ' shounen']",Movie,Digimon Frontier: Ornismon Fukkatsu  ,tiny,high, digimonfrontierornismonfukkatsu adventure  comedy  drama  fantasy  shounen Movie tiny high ,3328
3330,dualparalleltroubleadventuresspecial,"['comedy', ' drama', ' harem', ' mecha', ' romance', ' sci-fi']",Special,Dual Parallel  Trouble Adventures Special,tiny,moderate, dualparalleltroubleadventuresspecial comedy  drama  harem  mecha  romance  sci-fi Special tiny moderate ,3329
3331,fatestaynighttvreproduction,"['action', ' fantasy', ' magic', ' romance', ' shounen', ' supernatural']",OVA,Fate/stay night TV Reproduction,small,high, fatestaynighttvreproduction action  fantasy  magic  romance  shounen  supernatural OVA small high ,3330
3332,futakoialternative,"['comedy', ' drama', ' romance']",TV,Futakoi Alternative,small,high, futakoialternative comedy  drama  romance TV small high ,3331
3333,garakutadoorinostain,['comedy'],TV,Garakuta-doori no Stain,small,low, garakutadoorinostain comedy TV small low ,3332
3334,gingasenpuubraiger,"['action', ' adventure', ' mecha', ' space']",TV,Ginga Senpuu Braiger,small,low, gingasenpuubraiger action  adventure  mecha  space TV small low ,3333
3335,gregoryhorrorshowthesecondguest,"['comedy', ' demons', ' horror', ' mystery', ' supernatural', ' vampire']",TV,Gregory Horror Show: The Second Guest,small,low, gregoryhorrorshowthesecondguest comedy  demons  horror  mystery  supernatural  vampire TV small low ,3334
3336,hananokolunlun,"['drama', ' magic', ' shoujo']",TV,Hana no Ko Lunlun,small,moderate, hananokolunlun drama  magic  shoujo TV small moderate ,3335
3337,hoshizoraekakaruhashikakarukagakuensainikoinohashi,"['comedy', ' ecchi', ' romance', ' school']",Special,Hoshizora e Kakaru Hashi: Kakaru ka  Gakuensai ni Koi no Hashi,tiny,high, hoshizoraekakaruhashikakarukagakuensainikoinohashi comedy  ecchi  romance  school Special tiny high ,3336
3338,ichigo100koigahajimarusatsueigasshukuyurerukokorogahigashienishie,"['ecchi', ' romance', ' shounen']",Special,Ichigo 100 : Koi ga Hajimaru   Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,tiny,high, ichigo100koigahajimarusatsueigasshukuyurerukokorogahigashienishie ecchi  romance  shounen Special tiny high ,3337
3339,kakurenbo,"['horror', ' psychological', ' supernatural']",Movie,Kakurenbo,tiny,high, kakurenbo horror  psychological  supernatural Movie tiny high ,3338
3340,kyouryuuboukenkijuratripper,"['adventure', ' drama', ' fantasy', ' sci-fi']",TV,Kyouryuu Boukenki Jura Tripper,small,low, kyouryuuboukenkijuratripper adventure  drama  fantasy  sci-fi TV small low ,3339
3341,majidewatashinikoishinasai,"['comedy', ' ecchi', ' harem', ' martial arts', ' romance', ' school', ' super power']",TV,Maji de Watashi ni Koi Shinasai ,small,veryhigh, majidewatashinikoishinasai comedy  ecchi  harem  martial arts  romance  school  super power TV small veryhigh ,3340
3342,papuwa,"['adventure', ' comedy']",TV,Papuwa,small,low, papuwa adventure  comedy TV small low ,3341
3343,pokemonadvancedgenerationpokemonrangertouminooujimanaphy,"['action', ' adventure', ' drama', ' fantasy', ' kids']",Movie,Pokemon Advanced Generation: Pokemon Ranger to Umi no Ouji Manaphy,tiny,high, pokemonadvancedgenerationpokemonrangertouminooujimanaphy action  adventure  drama  fantasy  kids Movie tiny high ,3342
3344,projectako,"['action', ' adventure', ' comedy', ' mecha', ' sci-fi', ' super power']",Movie,Project A-Ko,tiny,moderate, projectako action  adventure  comedy  mecha  sci-fi  super power Movie tiny moderate ,3343
3345,rinnenolagrange,"['action', ' comedy', ' mecha', ' sci-fi']",TV,Rinne no Lagrange,small,high, rinnenolagrange action  comedy  mecha  sci-fi TV small high ,3344
3346,saenaiheroinenosodatekataaitoseishunnoservicekai,"['comedy', ' ecchi', ' harem', ' romance']",Special,Saenai Heroine no Sodatekata: Ai to Seishun no Service Kai,tiny,high, saenaiheroinenosodatekataaitoseishunnoservicekai comedy  ecchi  harem  romance Special tiny high ,3345
3347,samuraideeperkyou,"['adventure', ' comedy', ' historical', ' shounen', ' supernatural']",TV,Samurai Deeper Kyou,small,high, samuraideeperkyou adventure  comedy  historical  shounen  supernatural TV small high ,3346
3348,sangokushi1985,['historical'],Special,Sangokushi (1985),tiny,low, sangokushi1985 historical Special tiny low ,3347
3349,senkizesshousymphogearmeteoroidfallingburninganddisappearthen,"['action', ' music', ' sci-fi']",TV,Senki Zesshou Symphogear: Meteoroid-Falling  Burning  and Disappear  Then   ,small,high, senkizesshousymphogearmeteoroidfallingburninganddisappearthen action  music  sci-fi TV small high ,3348
3350,shakugannoshanasspecials,"['comedy', ' parody']",Special,Shakugan no Shana S Specials,small,high, shakugannoshanasspecials comedy  parody Special small high ,3349
3351,taotaoehonkansekaidoubutsubanashi,"['adventure', ' comedy', ' fantasy', ' kids']",TV,TaoTao Ehonkan Sekai Doubutsu Banashi,medium,low, taotaoehonkansekaidoubutsubanashi adventure  comedy  fantasy  kids TV medium low ,3350
3352,tenpouibunayakashiayashi,"['demons', ' historical', ' supernatural']",TV,Tenpou Ibun: Ayakashi Ayashi,small,high, tenpouibunayakashiayashi demons  historical  supernatural TV small high ,3351
3353,totsuzennekonokunibanipalwitt,['adventure'],Movie,Totsuzen  Neko no Kuni Banipal Witt,tiny,moderate, totsuzennekonokunibanipalwitt adventure Movie tiny moderate ,3352
3354,touchmisslonelyyesterdayarekarakimiwa,"['romance', ' shounen', ' sports']",Special,Touch: Miss Lonely Yesterday - Are kara  Kimi wa   ,tiny,moderate, touchmisslonelyyesterdayarekarakimiwa romance  shounen  sports Special tiny moderate ,3353
